simtime:  9.8627
number of wsf-lines:  1

line_No     y_coord
1	 1.5
2	  Wave Theory 


X 1	 P 1 	 	 	 	 W 1

0.05 	 1.9469 	  1.9534 	  
0.15 	 1.9396 	  1.9459 	  
0.25 	 1.9324 	  1.9385 	  
0.35 	 1.9253 	  1.9312 	  
0.45 	 1.9183 	  1.924 	  
0.55 	 1.9113 	  1.9169 	  
0.65 	 1.9046 	  1.9099 	  
0.75 	 1.8979 	  1.903 	  
0.85 	 1.8914 	  1.8963 	  
0.95 	 1.8851 	  1.8898 	  
1.05 	 1.8789 	  1.8834 	  
1.15 	 1.8729 	  1.8772 	  
1.25 	 1.867 	  1.8712 	  
1.35 	 1.8614 	  1.8654 	  
1.45 	 1.856 	  1.8597 	  
1.55 	 1.8508 	  1.8543 	  
1.65 	 1.8457 	  1.8491 	  
1.75 	 1.841 	  1.8442 	  
1.85 	 1.8364 	  1.8394 	  
1.95 	 1.8321 	  1.8349 	  
2.05 	 1.8281 	  1.8307 	  
2.15 	 1.8242 	  1.8267 	  
2.25 	 1.8207 	  1.823 	  
2.35 	 1.8174 	  1.8195 	  
2.45 	 1.8144 	  1.8163 	  
2.55 	 1.8117 	  1.8134 	  
2.65 	 1.8093 	  1.8107 	  
2.75 	 1.8071 	  1.8084 	  
2.85 	 1.8052 	  1.8063 	  
2.95 	 1.8037 	  1.8045 	  
3.05 	 1.8024 	  1.803 	  
3.15 	 1.8014 	  1.8018 	  
3.25 	 1.8007 	  1.8009 	  
3.35 	 1.8003 	  1.8003 	  
3.45 	 1.8003 	  1.8 	  
3.55 	 1.8005 	  1.8 	  
3.65 	 1.801 	  1.8003 	  
3.75 	 1.8018 	  1.8009 	  
3.85 	 1.8029 	  1.8018 	  
3.95 	 1.8044 	  1.803 	  
4.05 	 1.8061 	  1.8045 	  
4.15 	 1.8081 	  1.8063 	  
4.25 	 1.8104 	  1.8084 	  
4.35 	 1.813 	  1.8108 	  
4.45 	 1.8158 	  1.8134 	  
4.55 	 1.819 	  1.8163 	  
4.65 	 1.8224 	  1.8195 	  
4.75 	 1.8261 	  1.823 	  
4.85 	 1.83 	  1.8267 	  
4.95 	 1.8342 	  1.8307 	  
5.05 	 1.8386 	  1.835 	  
5.15 	 1.8433 	  1.8395 	  
5.25 	 1.8482 	  1.8442 	  
5.35 	 1.8533 	  1.8492 	  
5.45 	 1.8587 	  1.8544 	  
5.55 	 1.8642 	  1.8598 	  
5.65 	 1.87 	  1.8654 	  
5.75 	 1.8759 	  1.8713 	  
5.85 	 1.882 	  1.8773 	  
5.95 	 1.8883 	  1.8835 	  
6.05 	 1.8947 	  1.8899 	  
6.15 	 1.9013 	  1.8964 	  
6.25 	 1.908 	  1.9031 	  
6.35 	 1.9149 	  1.91 	  
6.45 	 1.9219 	  1.917 	  
6.55 	 1.9289 	  1.9241 	  
6.65 	 1.9361 	  1.9313 	  
6.75 	 1.9433 	  1.9386 	  
6.85 	 1.9507 	  1.946 	  
6.95 	 1.958 	  1.9535 	  
7.05 	 1.9654 	  1.9611 	  
7.15 	 1.9729 	  1.9687 	  
7.25 	 1.9803 	  1.9764 	  
7.35 	 1.9879 	  1.9841 	  
7.45 	 1.9954 	  1.9918 	  
7.55 	 2.0029 	  1.9996 	  
7.65 	 2.0104 	  2.0073 	  
7.75 	 2.0179 	  2.015 	  
7.85 	 2.0253 	  2.0227 	  
7.95 	 2.0327 	  2.0304 	  
8.05 	 2.04 	  2.038 	  
8.15 	 2.0473 	  2.0456 	  
8.25 	 2.0545 	  2.0531 	  
8.35 	 2.0616 	  2.0605 	  
8.45 	 2.0687 	  2.0679 	  
8.55 	 2.0757 	  2.0751 	  
8.65 	 2.0825 	  2.0822 	  
8.75 	 2.0893 	  2.0892 	  
8.85 	 2.096 	  2.0961 	  
8.95 	 2.1026 	  2.1028 	  
9.05 	 2.109 	  2.1094 	  
9.15 	 2.1153 	  2.1158 	  
9.25 	 2.1214 	  2.122 	  
9.35 	 2.1274 	  2.128 	  
9.45 	 2.1333 	  2.1339 	  
9.55 	 2.139 	  2.1395 	  
9.65 	 2.1444 	  2.145 	  
9.75 	 2.1498 	  2.1502 	  
9.85 	 2.1549 	  2.1552 	  
9.95 	 2.1598 	  2.16 	  
10.05 	 2.1646 	  2.1645 	  
10.15 	 2.1691 	  2.1688 	  
10.25 	 2.1734 	  2.1728 	  
10.35 	 2.1775 	  2.1766 	  
10.45 	 2.1814 	  2.1801 	  
10.55 	 2.185 	  2.1833 	  
10.65 	 2.1884 	  2.1863 	  
10.75 	 2.1915 	  2.189 	  
10.85 	 2.1944 	  2.1914 	  
10.95 	 2.197 	  2.1935 	  
11.05 	 2.1993 	  2.1953 	  
11.15 	 2.2013 	  2.1968 	  
11.25 	 2.2031 	  2.198 	  
11.35 	 2.2045 	  2.199 	  
11.45 	 2.2057 	  2.1996 	  
11.55 	 2.2065 	  2.1999 	  
11.65 	 2.2071 	  2.2 	  
11.75 	 2.2074 	  2.1997 	  
11.85 	 2.2073 	  2.1992 	  
11.95 	 2.207 	  2.1983 	  
12.05 	 2.2064 	  2.1971 	  
12.15 	 2.2055 	  2.1957 	  
12.25 	 2.2044 	  2.1939 	  
12.35 	 2.2029 	  2.1919 	  
12.45 	 2.201 	  2.1896 	  
12.55 	 2.1989 	  2.187 	  
12.65 	 2.1964 	  2.1841 	  
12.75 	 2.1937 	  2.1809 	  
12.85 	 2.1907 	  2.1775 	  
12.95 	 2.1874 	  2.1738 	  
13.05 	 2.1839 	  2.1698 	  
13.15 	 2.1801 	  2.1656 	  
13.25 	 2.176 	  2.1611 	  
13.35 	 2.1716 	  2.1564 	  
13.45 	 2.1669 	  2.1515 	  
13.55 	 2.1618 	  2.1463 	  
13.65 	 2.1564 	  2.1409 	  
13.75 	 2.1505 	  2.1353 	  
13.85 	 2.1443 	  2.1295 	  
13.95 	 2.1376 	  2.1235 	  
14.05 	 2.1304 	  2.1173 	  
14.15 	 2.1227 	  2.1109 	  
14.25 	 2.1146 	  2.1044 	  
14.35 	 2.106 	  2.0977 	  
14.45 	 2.0969 	  2.0909 	  
14.55 	 2.0874 	  2.0839 	  
14.65 	 2.0775 	  2.0769 	  
14.75 	 2.0673 	  2.0697 	  
14.85 	 2.0569 	  2.0623 	  
14.95 	 2.0462 	  2.0549 	  
15.05 	 2.0354 	  2.0475 	  
15.15 	 2.0244 	  2.0399 	  
