simtime:  1.0426
number of wsf-lines:  1

line_No     y_coord
1	 1.5
2	  Wave Theory 


X 1	 P 1 	 	 	 	 W 1

0.05 	 1.8 	  1.8002 	  
0.15 	 1.8 	  1.8 	  
0.25 	 1.8004 	  1.8001 	  
0.35 	 1.801 	  1.8005 	  
0.45 	 1.8019 	  1.8012 	  
0.55 	 1.803 	  1.8021 	  
0.65 	 1.8045 	  1.8034 	  
0.75 	 1.8063 	  1.805 	  
0.85 	 1.8084 	  1.8068 	  
0.95 	 1.8107 	  1.809 	  
1.05 	 1.8133 	  1.8114 	  
1.15 	 1.8162 	  1.8142 	  
1.25 	 1.8194 	  1.8172 	  
1.35 	 1.8228 	  1.8204 	  
1.45 	 1.8265 	  1.824 	  
1.55 	 1.8304 	  1.8278 	  
1.65 	 1.8346 	  1.8318 	  
1.75 	 1.8391 	  1.8362 	  
1.85 	 1.8438 	  1.8407 	  
1.95 	 1.8487 	  1.8455 	  
2.05 	 1.8538 	  1.8506 	  
2.15 	 1.8592 	  1.8558 	  
2.25 	 1.8647 	  1.8613 	  
2.35 	 1.8705 	  1.867 	  
2.45 	 1.8764 	  1.8729 	  
2.55 	 1.8826 	  1.8789 	  
2.65 	 1.8889 	  1.8852 	  
2.75 	 1.8954 	  1.8916 	  
2.85 	 1.902 	  1.8982 	  
2.95 	 1.9088 	  1.9049 	  
3.05 	 1.9157 	  1.9118 	  
3.15 	 1.9227 	  1.9188 	  
3.25 	 1.9299 	  1.926 	  
3.35 	 1.9371 	  1.9332 	  
3.45 	 1.9445 	  1.9406 	  
3.55 	 1.9519 	  1.948 	  
3.65 	 1.9594 	  1.9555 	  
3.75 	 1.9669 	  1.9631 	  
3.85 	 1.9745 	  1.9707 	  
3.95 	 1.9821 	  1.9784 	  
4.05 	 1.9898 	  1.9861 	  
4.15 	 1.9974 	  1.9939 	  
4.25 	 2.0051 	  2.0016 	  
4.35 	 2.0128 	  2.0094 	  
4.45 	 2.0204 	  2.0171 	  
4.55 	 2.028 	  2.0248 	  
4.65 	 2.0356 	  2.0325 	  
4.75 	 2.0431 	  2.0401 	  
4.85 	 2.0505 	  2.0476 	  
4.95 	 2.0578 	  2.0551 	  
5.05 	 2.0651 	  2.0625 	  
5.15 	 2.0722 	  2.0698 	  
5.25 	 2.0793 	  2.077 	  
5.35 	 2.0862 	  2.0841 	  
5.45 	 2.0931 	  2.0911 	  
5.55 	 2.0998 	  2.0979 	  
5.65 	 2.1063 	  2.1046 	  
5.75 	 2.1127 	  2.1111 	  
5.85 	 2.1189 	  2.1175 	  
5.95 	 2.1249 	  2.1236 	  
6.05 	 2.1308 	  2.1296 	  
6.15 	 2.1365 	  2.1354 	  
6.25 	 2.1419 	  2.141 	  
6.35 	 2.1472 	  2.1464 	  
6.45 	 2.1523 	  2.1516 	  
6.55 	 2.1571 	  2.1565 	  
6.65 	 2.1617 	  2.1612 	  
6.75 	 2.1661 	  2.1657 	  
6.85 	 2.1703 	  2.1699 	  
6.95 	 2.1742 	  2.1738 	  
7.05 	 2.1779 	  2.1775 	  
7.15 	 2.1813 	  2.181 	  
7.25 	 2.1845 	  2.1841 	  
7.35 	 2.1874 	  2.187 	  
7.45 	 2.1901 	  2.1896 	  
7.55 	 2.1925 	  2.1919 	  
7.65 	 2.1946 	  2.194 	  
7.75 	 2.1965 	  2.1957 	  
7.85 	 2.1981 	  2.1972 	  
7.95 	 2.1994 	  2.1983 	  
8.05 	 2.2005 	  2.1992 	  
8.15 	 2.2012 	  2.1997 	  
8.25 	 2.2017 	  2.2 	  
8.35 	 2.2018 	  2.1999 	  
8.45 	 2.2017 	  2.1996 	  
8.55 	 2.2013 	  2.199 	  
8.65 	 2.2006 	  2.198 	  
8.75 	 2.1996 	  2.1968 	  
8.85 	 2.1983 	  2.1952 	  
8.95 	 2.1967 	  2.1934 	  
9.05 	 2.1948 	  2.1913 	  
9.15 	 2.1926 	  2.1889 	  
9.25 	 2.1901 	  2.1862 	  
9.35 	 2.1873 	  2.1832 	  
9.45 	 2.1841 	  2.18 	  
9.55 	 2.1807 	  2.1765 	  
9.65 	 2.177 	  2.1727 	  
9.75 	 2.1731 	  2.1687 	  
9.85 	 2.1688 	  2.1644 	  
9.95 	 2.1643 	  2.1599 	  
