simtime:  6.1217
number of wsf-lines:  1

line_No     y_coord
1	 1.5
2	  Wave Theory 


X 1	 P 1 	 	 	 	 W 1

0.05 	 2.0267 	  2.0342 	  
0.15 	 2.0192 	  2.0265 	  
0.25 	 2.0116 	  2.0188 	  
0.35 	 2.004 	  2.0111 	  
0.45 	 1.9964 	  2.0034 	  
0.55 	 1.9888 	  1.9956 	  
0.65 	 1.9812 	  1.9879 	  
0.75 	 1.9736 	  1.9802 	  
0.85 	 1.966 	  1.9725 	  
0.95 	 1.9585 	  1.9648 	  
1.05 	 1.951 	  1.9572 	  
1.15 	 1.9436 	  1.9497 	  
1.25 	 1.9363 	  1.9422 	  
1.35 	 1.9291 	  1.9349 	  
1.45 	 1.9219 	  1.9276 	  
1.55 	 1.9149 	  1.9204 	  
1.65 	 1.908 	  1.9134 	  
1.75 	 1.9012 	  1.9065 	  
1.85 	 1.8946 	  1.8997 	  
1.95 	 1.8881 	  1.8931 	  
2.05 	 1.8818 	  1.8866 	  
2.15 	 1.8756 	  1.8803 	  
2.25 	 1.8697 	  1.8742 	  
2.35 	 1.8639 	  1.8683 	  
2.45 	 1.8583 	  1.8626 	  
2.55 	 1.853 	  1.857 	  
2.65 	 1.8478 	  1.8517 	  
2.75 	 1.8429 	  1.8466 	  
2.85 	 1.8382 	  1.8418 	  
2.95 	 1.8338 	  1.8372 	  
3.05 	 1.8296 	  1.8328 	  
3.15 	 1.8256 	  1.8287 	  
3.25 	 1.822 	  1.8248 	  
3.35 	 1.8186 	  1.8212 	  
3.45 	 1.8154 	  1.8179 	  
3.55 	 1.8126 	  1.8148 	  
3.65 	 1.81 	  1.812 	  
3.75 	 1.8077 	  1.8095 	  
3.85 	 1.8058 	  1.8073 	  
3.95 	 1.8041 	  1.8054 	  
4.05 	 1.8027 	  1.8037 	  
4.15 	 1.8016 	  1.8024 	  
4.25 	 1.8008 	  1.8013 	  
4.35 	 1.8003 	  1.8006 	  
4.45 	 1.8001 	  1.8001 	  
4.55 	 1.8002 	  1.8 	  
4.65 	 1.8006 	  1.8002 	  
4.75 	 1.8014 	  1.8006 	  
4.85 	 1.8024 	  1.8013 	  
4.95 	 1.8037 	  1.8024 	  
5.05 	 1.8054 	  1.8037 	  
5.15 	 1.8073 	  1.8054 	  
5.25 	 1.8095 	  1.8073 	  
5.35 	 1.812 	  1.8095 	  
5.45 	 1.8148 	  1.812 	  
5.55 	 1.8179 	  1.8148 	  
5.65 	 1.8212 	  1.8179 	  
5.75 	 1.8248 	  1.8212 	  
5.85 	 1.8287 	  1.8248 	  
5.95 	 1.8328 	  1.8287 	  
6.05 	 1.8372 	  1.8328 	  
6.15 	 1.8418 	  1.8372 	  
6.25 	 1.8466 	  1.8418 	  
6.35 	 1.8517 	  1.8467 	  
6.45 	 1.8569 	  1.8517 	  
6.55 	 1.8624 	  1.857 	  
6.65 	 1.868 	  1.8626 	  
6.75 	 1.8739 	  1.8683 	  
6.85 	 1.8799 	  1.8742 	  
6.95 	 1.8861 	  1.8803 	  
7.05 	 1.8924 	  1.8866 	  
7.15 	 1.8989 	  1.8931 	  
7.25 	 1.9055 	  1.8997 	  
7.35 	 1.9123 	  1.9065 	  
7.45 	 1.9192 	  1.9134 	  
7.55 	 1.9261 	  1.9205 	  
7.65 	 1.9332 	  1.9276 	  
7.75 	 1.9403 	  1.9349 	  
7.85 	 1.9475 	  1.9423 	  
7.95 	 1.9548 	  1.9497 	  
8.05 	 1.9621 	  1.9572 	  
8.15 	 1.9694 	  1.9648 	  
8.25 	 1.9768 	  1.9725 	  
8.35 	 1.9842 	  1.9802 	  
8.45 	 1.9916 	  1.9879 	  
8.55 	 1.999 	  1.9956 	  
8.65 	 2.0065 	  2.0034 	  
8.75 	 2.0139 	  2.0111 	  
8.85 	 2.0213 	  2.0188 	  
8.95 	 2.0287 	  2.0265 	  
9.05 	 2.036 	  2.0342 	  
9.15 	 2.0433 	  2.0418 	  
9.25 	 2.0505 	  2.0493 	  
9.35 	 2.0577 	  2.0568 	  
9.45 	 2.0648 	  2.0642 	  
9.55 	 2.0718 	  2.0715 	  
9.65 	 2.0788 	  2.0786 	  
9.75 	 2.0857 	  2.0857 	  
9.85 	 2.0925 	  2.0926 	  
9.95 	 2.0991 	  2.0994 	  
10.05 	 2.1057 	  2.1061 	  
10.15 	 2.1122 	  2.1126 	  
10.25 	 2.1185 	  2.1189 	  
